Sample,x_Maximum peaks,x_Mean,x_Zero crossing rate
338,0.0,0.5243560740000001,0.0
339,1.0,0.6948272600000001,0.0
340,1.0,0.9332702599999999,0.0
341,0.0,0.9606445259999999,0.0
342,1.0,0.9449890059999999,0.0
343,0.0,0.6631683360000001,0.0
344,1.0,0.922457892,0.0
345,1.0,0.7593658520000001,0.0
346,0.0,0.606265262,0.0
347,1.0,0.943505862,0.0
348,0.0,0.8906433039999999,0.0
349,1.0,0.81942138,0.0
350,1.0,0.78679809,0.0
351,1.0,0.726391596,0.0
352,0.0,0.642669676,0.0
353,1.0,0.724053956,0.0
354,1.0,0.928475952,0.0
355,1.0,0.94564208,0.0
356,0.0,0.6443786520000001,0.0
357,0.0,0.533383178,0.0
358,0.0,0.6728668279999999,0.0
359,1.0,0.695953362,0.0
360,1.0,0.737689208,0.0
361,1.0,0.82392578,0.0
362,0.0,0.82999572,0.0
363,0.0,0.7342682,0.0
364,0.0,0.828012092,0.0
365,0.0,0.756018064,0.0
366,0.0,0.6644500680000001,0.0
367,1.0,0.780880746,0.0
368,1.0,0.705627456,0.0
369,0.0,0.6207611,0.0
370,1.0,0.767440794,0.0
371,1.0,0.8303161580000001,0.0
372,1.0,0.778088378,0.0
373,1.0,0.592865,0.0
374,0.0,0.6515106260000001,0.0
375,0.0,0.7583923379999999,0.0
376,0.0,0.632397454,0.0
377,0.0,0.736679082,0.0
378,0.0,0.760989374,0.0
379,1.0,0.77109376,0.0
380,1.0,0.710498042,0.0
381,1.0,0.5800476000000001,0.0
382,1.0,0.6182861340000001,0.0
383,0.0,0.749896238,0.0
384,0.0,0.882379156,0.0
385,0.0,0.6061736979999999,0.0
386,0.0,0.5772125339999999,0.0
387,1.0,0.65708312,0.0
388,0.0,0.672927842,0.0
389,0.0,0.621075436,0.0
390,1.0,0.666815186,0.0
391,1.0,0.6320281919999999,0.0
392,0.0,0.456713868,0.0
393,1.0,0.687512212,0.0
394,0.0,0.74501038,0.0
395,0.0,0.6788269020000002,0.0
396,0.0,0.572085562,0.0
397,0.0,0.677474982,0.0
398,1.0,0.78692322,0.0
399,0.0,0.77692872,0.0
400,1.0,0.8934814400000001,0.0
401,0.0,0.849508674,0.0
402,1.0,0.825537128,0.0
403,1.0,0.7182281500000001,0.0
404,0.0,0.84658813,0.0
405,0.0,0.952520754,0.0
406,0.0,0.895864868,0.0
407,1.0,0.8902679499999999,0.0
408,1.0,0.8683593679999999,0.0
409,0.0,0.871246348,0.0
410,0.0,0.9133728000000001,0.0
411,0.0,0.9705444379999999,0.0
412,0.0,0.9139984139999999,0.0
413,2.0,0.871728512,0.0
414,1.0,0.92865599,0.0
415,0.0,0.9311279259999999,0.0
416,1.0,0.9406280519999999,0.0
417,0.0,0.8739379899999999,0.0
418,0.0,0.998602292,0.0
419,0.0,0.9158081020000001,0.0
420,1.0,0.8392150979999998,0.0
421,1.0,0.9390747019999999,0.0
422,1.0,0.9653015140000001,0.0
423,1.0,0.93748474,0.0
424,1.0,0.98572387,0.0
425,1.0,0.916271966,0.0
426,0.0,0.9452911460000001,0.0
427,1.0,0.986209114,0.0
428,1.0,0.894696054,0.0
429,0.0,0.9776763860000001,0.0
430,0.0,1.0462677,0.0
431,0.0,0.9788146900000001,0.0
432,1.0,0.9205261200000001,0.0
433,0.0,0.902862542,0.0
434,1.0,1.1395324800000002,0.0
435,0.0,0.9067352360000001,0.0
436,1.0,1.0107574400000001,0.0
437,2.0,1.1680145,0.0
438,1.0,1.07155458,0.0
439,1.0,1.007171654,0.0
440,1.0,0.961837768,0.0
441,1.0,0.9735015920000001,0.0
442,0.0,1.03050536,0.0
443,1.0,1.2192566,0.0
444,0.0,0.993344108,0.0
445,1.0,1.04507445,0.0
446,0.0,1.023510726,0.0
447,1.0,1.052862534,0.0
448,1.0,1.07158508,0.0
449,2.0,1.2091949199999998,0.0
450,0.0,1.1029419,0.0
451,0.0,1.007489,0.0
452,0.0,0.9831451659999999,0.0
453,0.0,0.95996093,0.0
454,0.0,0.99517516,0.0
455,1.0,1.0837615999999999,0.0
456,0.0,1.026205432,0.0
457,0.0,0.98205872,0.0
458,1.0,1.1106719999999999,0.0
459,1.0,0.9943481499999999,0.0
460,1.0,0.92209167,0.0
461,1.0,0.8322845400000001,0.0
462,0.0,0.795971688,0.0
463,0.0,0.968926998,0.0
464,1.0,0.912954714,0.0
465,1.0,0.95792846,0.0
466,0.0,0.8649474999999999,0.0
467,0.0,0.829049678,0.0
468,1.0,0.9394927899999999,0.0
469,1.0,0.9754760679999999,0.0
470,1.0,0.9331573580000001,0.0
471,0.0,0.858102412,0.0
472,1.0,1.3927124,0.0
473,0.0,0.8297546280000001,0.0
474,1.0,0.589501948,0.0
475,1.0,1.1753601,0.0
476,0.0,0.720654298,0.0
477,0.0,0.551080322,0.0
478,0.0,1.1407776000000003,0.0
479,1.0,1.21075442,0.0
480,1.0,0.75557557,0.0
481,0.0,0.7281005799999999,0.0
482,1.0,1.03881836,0.0
483,1.0,1.1659729199999997,0.0
484,1.0,1.25629272,0.0
485,1.0,1.0372283800000002,0.0
486,0.0,0.9721221999999999,0.0
487,0.0,0.90849304,0.0
488,0.0,1.4962890400000002,0.0
489,0.0,1.2699340719999999,0.0
490,0.0,0.82831727,0.0
491,1.0,0.99272462,0.0
492,1.0,1.11476442,0.0
493,1.0,1.40516664,0.0
494,0.0,1.23815614,0.0
495,1.0,1.05607299,0.0
496,1.0,0.8855957,0.0
497,1.0,1.005075072,0.0
498,1.0,0.9028930760000001,0.0
499,0.0,0.9924713080000002,0.0
500,1.0,1.26439516,0.0
501,0.0,0.9451965359999999,0.0
502,1.0,0.9836914059999999,0.0
503,2.0,1.12365418,0.0
504,1.0,1.03156434,0.0
505,0.0,0.703933726,0.0
506,0.0,0.7170868020000001,0.0
507,1.0,1.19563906,0.0
508,0.0,0.7764404380000001,0.0
509,0.0,0.622723394,0.0
510,1.0,0.908044432,0.0
511,1.0,0.9101440399999999,0.0
512,1.0,0.878079226,0.0
513,1.0,0.790606696,0.0
514,1.0,0.84182434,0.0
515,0.0,0.8385254,0.0
516,1.0,0.8483673099999999,0.0
517,0.0,0.5580047619999999,0.0
518,0.0,0.6896453859999999,0.0
519,0.0,0.803707872,0.0
520,0.0,0.8503997719999999,0.0
521,1.0,1.29773864,0.0
522,0.0,0.9354278600000001,0.0
523,0.0,0.8330688500000001,0.0
524,0.0,0.9837493900000001,0.0
525,0.0,0.8696136400000001,0.0
526,0.0,0.8442382820000001,0.0
527,0.0,0.77777405,0.0
528,0.0,0.9347595179999999,0.0
529,1.0,1.1138732999999998,0.0
530,0.0,0.9185302820000001,0.0
531,0.0,0.796289056,0.0
532,0.0,0.979370108,0.0
533,1.0,1.1931426999999997,0.0
534,0.0,0.92630308,0.0
535,0.0,0.77855224,0.0
536,0.0,0.927105722,0.0
537,1.0,0.9431915199999998,0.0
538,1.0,0.9922058119999999,0.0
539,1.0,0.9936218200000001,0.0
540,1.0,0.892861932,0.0
541,1.0,0.95586244,0.0
542,1.0,0.94040834,0.0
543,1.0,0.8704345699999999,0.0
544,0.0,0.749267582,0.0
545,1.0,1.015267968,0.0
546,1.0,1.0473694,0.0
547,0.0,0.8957672139999999,0.0
548,0.0,0.7578124980000001,0.0
549,0.0,0.9226654139999999,0.0
550,1.0,0.9815338,0.0
551,1.0,1.0006775,0.0
552,1.0,0.9661407479999999,0.0
553,1.0,0.920996092,0.0
554,1.0,0.9908447280000001,0.0
555,1.0,0.932882684,0.0
556,1.0,0.86381836,0.0
557,0.0,1.031869492,0.0
558,1.0,1.174362194,0.0
559,0.0,0.88239746,0.0
560,0.0,0.9532653920000002,0.0
561,1.0,1.1189911000000001,0.0
562,1.0,1.00906678,0.0
563,0.0,0.836212162,0.0
564,1.0,1.09385376,0.0
565,1.0,1.08477174,0.0
566,0.0,1.0209045460000001,0.0
567,1.0,1.1314789,0.0
568,0.0,1.02892761,0.0
569,1.0,0.850134276,0.0
570,1.0,0.927902224,0.0
571,0.0,0.923870848,0.0
572,1.0,0.980770884,0.0
573,1.0,1.005017096,0.0
574,0.0,1.0137268259999999,0.0
575,0.0,1.1581725999999999,0.0
576,0.0,0.888757326,0.0
577,0.0,0.730932612,0.0
578,1.0,1.20519104,0.0
579,0.0,1.066470348,0.0
580,0.0,1.0320678600000002,0.0
581,1.0,1.1797821000000002,0.0
582,0.0,1.0921173,0.0
583,0.0,1.06116028,0.0
584,0.0,1.05947572,0.0
585,1.0,1.18628538,0.0
586,1.0,1.04816286,0.0
587,1.0,1.1339233200000003,0.0
588,1.0,1.12240906,0.0
589,1.0,1.1054229799999997,0.0
590,1.0,1.08672792,0.0
591,1.0,1.0882110600000001,0.0
592,1.0,1.1183196800000001,0.0
593,0.0,1.08110964,0.0
594,0.0,1.14767456,0.0
595,0.0,1.1268219000000002,0.0
596,0.0,1.0460327299999999,0.0
597,1.0,1.3278167799999998,0.0
598,0.0,1.12427064,0.0
599,0.0,1.09518738,0.0
600,1.0,1.24785462,0.0
601,0.0,1.08297424,0.0
602,1.0,1.1026885800000001,0.0
603,0.0,1.1095367600000001,0.0
604,1.0,1.2488373,0.0
605,0.0,1.1124969400000002,0.0
606,0.0,1.14696046,0.0
607,0.0,1.16478578,0.0
608,0.0,1.07069092,0.0
609,1.0,1.1460052600000001,0.0
610,0.0,1.12286988,0.0
611,1.0,1.11002502,0.0
612,1.0,1.1841155999999997,0.0
613,1.0,1.15166018,0.0
614,1.0,1.1243469400000001,0.0
615,1.0,1.11564942,0.0
616,0.0,1.1105316200000002,0.0
617,1.0,1.1877075400000001,0.0
618,1.0,1.1315124600000002,0.0
619,0.0,1.19444886,0.0
620,0.0,1.11825866,0.0
621,0.0,1.1520324800000001,0.0
622,0.0,1.0673004000000001,0.0
623,1.0,1.2235901,0.0
624,0.0,1.24472656,0.0
625,1.0,1.12198486,0.0
626,0.0,1.0515564000000002,0.0
627,1.0,1.24125364,0.0
628,0.0,1.1868439,0.0
629,0.0,1.07555848,0.0
630,1.0,1.26144714,0.0
631,0.0,1.21740418,0.0
632,0.0,1.067868034,0.0
633,0.0,1.0804351799999998,0.0
634,2.0,1.27536316,0.0
635,1.0,1.113842792,0.0
636,0.0,1.10955812,0.0
637,1.0,1.38611756,0.0
638,0.0,1.14949952,0.0
639,0.0,1.16609802,0.0
640,0.0,1.2265411400000001,0.0
641,0.0,1.14075622,0.0
642,1.0,1.10793454,0.0
643,0.0,1.4159546,0.0
644,0.0,1.28868714,0.0
645,0.0,1.15168458,0.0
646,1.0,1.3902038600000002,0.0
647,1.0,1.1975769,0.0
648,0.0,1.25083314,0.0
649,1.0,1.3583496199999998,0.0
650,0.0,1.17191162,0.0
651,1.0,1.2346649200000002,0.0
652,1.0,1.2773620599999997,0.0
653,1.0,1.35676882,0.0
654,1.0,1.2610290599999998,0.0
655,1.0,1.25386354,0.0
656,1.0,1.2337829599999999,0.0
657,0.0,1.1952911399999997,0.0
658,0.0,1.25081176,0.0
659,1.0,1.4212799,0.0
660,1.0,1.36445924,0.0
661,1.0,1.20075684,0.0
662,0.0,1.11857296,0.0
663,1.0,1.30767518,0.0
664,1.0,1.3748413199999998,0.0
665,1.0,1.2677001799999998,0.0
666,0.0,1.15126038,0.0
667,1.0,1.1537201199999998,0.0
668,1.0,1.29530028,0.0
669,1.0,1.2881591799999998,0.0
670,0.0,1.13838194,0.0
671,0.0,1.1166443000000001,0.0
672,1.0,1.1718109399999999,0.0
673,0.0,1.1809021,0.0
674,0.0,1.2291473399999997,0.0
675,1.0,1.08052064,0.0
676,1.0,1.16322632,0.0
677,1.0,1.22836608,0.0
678,0.0,1.2233734,0.0
679,1.0,1.30795898,0.0
680,0.0,1.0904418899999997,0.0
681,1.0,1.1351593000000002,0.0
682,1.0,1.1573699999999998,0.0
683,1.0,1.2943634200000003,0.0
684,1.0,1.207077,0.0
685,1.0,1.1545074400000002,0.0
686,1.0,1.2591278200000002,0.0
687,1.0,1.24123838,0.0
688,1.0,1.19866334,0.0
689,1.0,1.2773803799999999,0.0
690,1.0,1.2503723199999999,0.0
691,1.0,1.1859314,0.0
692,1.0,1.25713196,0.0
693,1.0,1.25252076,0.0
694,1.0,1.17736204,0.0
695,0.0,1.2454651,0.0
696,1.0,1.3420227,0.0
697,0.0,1.16443176,0.0
698,0.0,1.27890014,0.0
699,0.0,1.2372406,0.0
700,1.0,1.24465026,0.0
701,1.0,1.1927948000000002,0.0
702,1.0,1.2818298399999999,0.0
703,0.0,1.2082672200000002,0.0
704,0.0,1.24358826,0.0
705,0.0,1.29748536,0.0
706,0.0,1.24665222,0.0
707,1.0,1.27994996,0.0
708,1.0,1.22096254,0.0
709,0.0,1.23258364,0.0
710,0.0,1.2829376199999998,0.0
711,0.0,1.21856688,0.0
712,0.0,1.19776306,0.0
713,0.0,1.1938934200000002,0.0
714,1.0,1.3969939999999998,0.0
715,0.0,1.27867128,0.0
716,0.0,1.2046875,0.0
717,1.0,1.34054874,0.0
718,0.0,1.2239868,0.0
719,1.0,1.20756226,0.0
720,1.0,1.1926819,0.0
721,0.0,1.2682067800000003,0.0
722,0.0,1.3003387400000002,0.0
723,0.0,1.28287656,0.0
724,0.0,1.24722292,0.0
725,1.0,1.27116396,0.0
726,0.0,1.2722045999999998,0.0
727,1.0,1.308255,0.0
728,1.0,1.2623352,0.0
729,1.0,1.1901336800000002,0.0
730,1.0,1.26880188,0.0
731,1.0,1.2334289600000001,0.0
732,0.0,1.16358032,0.0
733,0.0,1.2694122599999997,0.0
734,1.0,1.23472596,0.0
735,0.0,1.2360320999999999,0.0
736,0.0,1.1709594600000002,0.0
737,1.0,1.1834319999999998,0.0
738,0.0,1.11858826,0.0
739,0.0,1.23793336,0.0
740,0.0,1.2359741,0.0
741,1.0,1.2133239800000002,0.0
742,1.0,1.17094728,0.0
743,0.0,1.1541473400000002,0.0
744,1.0,1.21863404,0.0
745,1.0,1.26566162,0.0
746,1.0,1.31096194,0.0
747,0.0,1.21057436,0.0
748,0.0,1.20028686,0.0
749,0.0,1.2137573,0.0
750,1.0,1.19985656,0.0
751,1.0,1.3442627200000001,0.0
752,0.0,1.29750976,0.0
753,1.0,1.2175812000000001,0.0
754,1.0,1.3306946,0.0
755,0.0,1.23649292,0.0
756,1.0,1.30646058,0.0
757,0.0,1.23461916,0.0
758,1.0,1.3602447400000002,0.0
759,0.0,1.2174346999999999,0.0
760,0.0,1.2867218,0.0
761,0.0,1.31579286,0.0
762,0.0,1.2276733199999998,0.0
763,1.0,1.2962615999999998,0.0
764,1.0,1.28497316,0.0
765,1.0,1.29672854,0.0
766,0.0,1.26662904,0.0
767,1.0,1.2902710000000002,0.0
768,1.0,1.3178131,0.0
769,1.0,1.2875030400000003,0.0
770,1.0,1.2118377800000002,0.0
771,1.0,1.30462954,0.0
772,0.0,1.28879396,0.0
773,0.0,1.32953492,0.0
774,0.0,1.24136658,0.0
775,1.0,1.2631317000000002,0.0
776,0.0,1.19095156,0.0
777,0.0,1.11636046,0.0
778,0.0,1.18096618,0.0
779,1.0,1.3176299999999999,0.0
780,0.0,1.2267059200000001,0.0
781,0.0,1.2908386200000002,0.0
782,0.0,1.30276488,0.0
783,0.0,1.0349701059999998,0.0
784,1.0,1.1792938,0.0
785,1.0,1.36248778,0.0
786,1.0,1.2873596199999997,0.0
787,0.0,1.20224306,0.0
788,0.0,1.2216247599999999,0.0
789,0.0,1.21679382,0.0
790,0.0,1.2809722799999999,0.0
791,0.0,1.1907714600000001,0.0
792,1.0,1.1627441399999998,0.0
793,1.0,1.36291504,0.0
794,0.0,1.25243224,0.0
795,0.0,1.3745239200000001,0.0
796,0.0,1.3018859800000002,0.0
797,0.0,1.10169066,0.0
798,0.0,1.1221802000000003,0.0
799,0.0,1.2250121800000002,0.0
800,1.0,1.39097902,0.0
801,0.0,1.2476928600000001,0.0
802,0.0,1.2342285199999998,0.0
803,1.0,1.2787963999999998,0.0
804,0.0,1.2333892800000001,0.0
